1,2.416440,50000.000000,311.000000,4.102574,1695516548,4.000000
2,2.416440,50000.000000,443.000000,4.139221,1695516564,4.000000
3,2.416440,50000.000000,244.000000,4.251357,1695516581,4.000000
4,2.416440,50000.000000,264.000000,4.210039,1695516597,4.000000
5,2.416440,50000.000000,348.000000,4.353854,1695516613,4.000000
6,2.416440,50000.000000,301.000000,4.352642,1695516630,4.000000
7,2.416440,50000.000000,207.000000,4.348327,1695516647,4.000000
8,2.416440,50000.000000,352.000000,4.392409,1695516664,4.000000
9,2.416440,50000.000000,0.000000,6.311058,1695516681,4.000000
10,2.416440,50000.000000,200.000000,4.325718,1695516702,4.000000
11,2.416440,50000.000000,173.000000,6.784699,1695516723,4.000000
12,2.416440,50000.000000,228.000000,6.773696,1695516750,4.000000
13,2.416440,50000.000000,415.000000,5.307325,1695516776,4.000000
14,2.416440,50000.000000,390.000000,4.377815,1695516802,4.000000
15,2.416440,50000.000000,0.000000,6.848096,1695516823,4.000000
16,2.416440,50000.000000,499.000000,5.239689,1695516850,4.000000
17,2.416440,50000.000000,447.000000,6.826805,1695516871,4.000000
18,2.416440,50000.000000,367.000000,6.777239,1695516898,4.000000
19,2.416440,50000.000000,354.000000,4.459695,1695516923,4.000000
20,2.416440,50000.000000,576.000000,7.078170,1695516947,4.000000
21,2.416440,50000.000000,440.000000,4.367881,1695516969,4.000000
22,2.416440,50000.000000,0.000000,4.321958,1695516986,4.000000
23,2.416440,50000.000000,433.000000,7.057270,1695517004,4.000000
24,2.416440,50000.000000,442.000000,5.499217,1695517028,4.000000
25,2.416440,50000.000000,50.000000,4.401925,1695517046,4.000000
