13, 48 76 72 45 77 75 2 6 24 27 31 67 8 63 66 17 64 36 42 46 7 57 29 73 4 52 54 69 18 74 5 79 39 16 11 10 78 68 59 12 47 55 15 43 30 71 51 25 70 19 28 1 38 32 65 44 41 20 21 3 9 22 37 50 61 56 60 33 14 26 53 35 34 58 62 49 23 13 
14, 49 76 72 46 77 75 2 6 24 29 31 67 7 64 66 16 62 35 42 47 8 57 28 73 4 52 54 69 18 74 5 79 39 17 12 10 78 68 58 11 48 55 15 41 30 71 51 25 70 19 26 1 38 32 65 45 43 20 21 3 9 22 37 50 61 56 60 33 14 27 53 36 34 59 63 44 23 13 
15, 51 77 71 45 76 75 2 6 25 28 31 67 8 62 66 15 63 37 44 47 7 56 29 74 4 53 54 69 17 73 5 79 39 16 12 9 78 68 61 11 50 55 18 42 30 72 48 24 70 19 27 1 36 35 64 41 43 20 21 3 10 23 33 49 60 58 59 40 13 26 52 34 32 57 65 46 22 14 
16, 48 77 72 45 76 75 2 6 24 26 31 67 7 63 65 16 62 36 43 46 8 57 29 73 4 52 54 69 18 74 5 79 39 17 11 10 78 68 59 12 47 55 15 42 30 71 51 25 70 19 28 1 38 32 66 44 41 20 21 3 9 22 37 50 61 56 60 33 14 27 53 35 34 58 64 49 23 13 
17, 47 77 70 50 76 75 2 7 24 27 37 66 6 68 63 12 64 34 48 44 8 56 28 74 4 51 55 69 20 73 5 78 38 15 16 11 79 65 59 9 52 57 17 42 31 72 46 26 71 18 29 1 36 32 67 43 45 14 23 3 10 21 40 54 62 58 60 30 19 25 53 35 33 61 41 49 22 13 
18, 47 77 72 46 76 75 2 6 24 28 31 67 7 65 63 16 62 36 44 45 8 57 29 74 4 51 55 69 18 73 5 79 39 15 11 9 78 68 59 13 50 54 17 41 30 71 49 25 70 19 27 1 38 32 66 43 42 20 21 3 10 22 37 52 61 56 60 34 14 26 53 33 35 58 64 48 23 12 
19, 48 77 72 45 76 75 2 6 24 27 31 67 8 63 66 17 64 36 42 46 7 57 29 73 4 52 54 69 18 74 5 79 39 16 11 10 78 68 59 12 47 55 15 43 30 71 51 25 70 19 28 1 38 32 65 44 41 20 21 3 9 22 37 50 61 56 60 33 14 26 53 35 34 58 62 49 23 13 
20, 48 77 72 45 76 75 2 6 24 27 31 67 8 63 66 17 64 36 42 46 7 57 29 73 4 52 54 69 18 74 5 79 39 16 11 10 78 68 59 12 47 55 15 43 30 71 51 25 70 19 28 1 38 32 65 44 41 20 21 3 9 22 37 50 61 56 60 33 14 26 53 34 35 58 62 49 23 13 
21, 47 77 72 45 75 76 2 6 24 28 32 67 7 64 66 16 62 35 43 46 8 57 29 73 4 52 54 69 18 74 5 79 39 17 11 10 78 68 59 12 49 55 15 40 30 71 51 25 70 19 26 1 38 31 65 44 42 21 20 3 9 22 37 50 61 56 60 33 14 27 53 34 36 58 63 48 23 13 
22, 48 77 72 45 76 75 2 6 24 27 31 67 8 63 66 17 64 36 42 46 7 57 29 73 4 52 54 69 18 74 5 79 39 16 11 10 78 68 59 12 47 55 15 43 30 71 50 25 70 19 28 1 38 32 65 44 41 20 21 3 9 22 37 51 61 56 60 33 14 26 53 35 34 58 62 49 23 13 
23, 45 76 72 48 75 77 2 6 23 29 32 67 9 64 66 15 62 36 44 47 8 56 30 74 4 50 55 70 16 73 5 79 39 19 11 12 78 69 60 10 49 57 18 41 28 71 46 26 68 17 27 1 37 33 65 42 43 20 24 3 7 21 38 51 61 53 59 31 14 25 54 34 35 58 63 52 22 13 
24, 48 76 72 45 77 75 2 6 25 27 31 67 7 63 66 17 64 36 43 46 8 57 29 73 4 53 54 69 18 74 5 79 39 16 11 10 78 68 59 12 47 55 15 41 30 71 51 24 70 19 28 1 38 32 65 44 42 20 21 3 9 22 37 50 61 56 60 33 14 26 52 35 34 58 62 49 23 13 
25, 47 76 72 45 77 75 2 6 24 28 31 68 7 65 66 16 63 37 44 46 8 56 29 73 4 52 54 69 18 74 5 79 39 17 11 10 78 67 59 12 48 55 14 42 30 71 51 25 70 19 26 1 38 33 64 43 40 20 21 3 9 22 36 50 61 57 60 32 15 27 53 34 35 58 62 49 23 13 
