1,849.081858,50000.000000,4301839.000000,307.904894,1695517874,3.000000
2,847.858001,50000.000000,1499429.000000,314.302633,1695518941,3.000000
3,854.246248,50000.000000,1912929.000000,189.949456,1695519821,3.000000
4,846.049845,50000.000000,4658379.000000,196.878013,1695520828,3.000000
5,846.068604,50000.000000,2958852.000000,177.803593,1695521547,4.000000
6,845.860745,50000.000000,417365.000000,182.165446,1695522578,3.000000
7,851.862903,50000.000000,885760.000000,176.846168,1695523283,3.000000
8,844.216362,50000.000000,4302714.000000,174.519482,1695523988,3.000000
9,849.873499,50000.000000,3487474.000000,176.631277,1695524685,3.000000
10,850.222004,50000.000000,2128401.000000,176.243913,1695525387,3.000000
11,851.618338,50000.000000,211859.000000,267.027325,1695526355,3.000000
12,851.157191,50000.000000,1388175.000000,176.389887,1695527243,3.000000
13,848.496223,50000.000000,3016451.000000,176.323079,1695527942,3.000000
14,849.079270,50000.000000,4241757.000000,238.334220,1695528843,3.000000
15,846.838704,50000.000000,480101.000000,175.769071,1695529898,3.000000
16,844.742203,50000.000000,3328899.000000,175.212164,1695530716,3.000000
17,849.155268,50000.000000,1735076.000000,177.405199,1695531414,3.000000
18,846.494543,50000.000000,3258268.000000,177.519635,1695532323,3.000000
19,846.150340,50000.000000,3386891.000000,308.951919,1695533352,3.000000
20,849.004391,50000.000000,1757904.000000,176.090232,1695534295,3.000000
21,845.060229,50000.000000,1014703.000000,240.447998,1695534994,3.000000
22,845.923232,50000.000000,1317426.000000,310.639656,1695535905,3.000000
23,850.304034,50000.000000,1930761.000000,242.246984,1695537036,3.000000
24,846.064912,50000.000000,3182454.000000,175.546147,1695537825,3.000000
25,849.838544,50000.000000,4715834.000000,309.838580,1695538628,3.000000
