1,2.416440,50000.000000,155.000000,2.825060,1695417521,4.000000
2,2.416440,50000.000000,16.000000,2.847288,1695417532,4.000000
3,2.416440,50000.000000,4.000000,2.876425,1695417543,4.000000
4,2.416440,50000.000000,321.000000,2.918625,1695417555,4.000000
5,2.416440,50000.000000,529.000000,2.922823,1695417566,4.000000
6,2.416440,50000.000000,311.000000,2.961600,1695417578,4.000000
7,2.416440,50000.000000,221.000000,2.913349,1695417590,4.000000
8,2.416440,50000.000000,236.000000,2.981999,1695417601,4.000000
9,2.416440,50000.000000,0.000000,3.026526,1695417613,4.000000
10,2.416440,50000.000000,0.000000,2.984525,1695417625,4.000000
11,2.416440,50000.000000,715.000000,3.096338,1695417637,4.000000
12,2.416440,50000.000000,456.000000,3.120654,1695417649,4.000000
13,2.416440,50000.000000,165.000000,3.062403,1695417662,4.000000
14,2.416440,50000.000000,383.000000,5.621374,1695417676,4.000000
15,2.416440,50000.000000,421.000000,5.101463,1695417698,4.000000
16,2.416440,50000.000000,650.000000,3.102699,1695417713,4.000000
17,2.416440,50000.000000,68.000000,3.077871,1695417725,4.000000
18,2.416440,50000.000000,32.000000,3.099852,1695417741,4.000000
19,2.416440,50000.000000,0.000000,5.404422,1695417757,4.000000
20,2.416440,50000.000000,443.000000,3.199784,1695417772,4.000000
21,2.416440,50000.000000,548.000000,3.104481,1695417784,4.000000
22,2.416440,50000.000000,98.000000,3.108926,1695417800,4.000000
23,2.416440,50000.000000,432.000000,3.112518,1695417812,4.000000
24,2.416440,50000.000000,2.000000,5.714220,1695417825,4.000000
25,2.416440,50000.000000,663.000000,3.131993,1695417841,4.000000
