1,2.416440,50000.000000,262.000000,2.849450,1695417515,4.000000
2,2.416440,50000.000000,183.000000,2.820816,1695417526,4.000000
3,2.416440,50000.000000,220.000000,2.863433,1695417537,4.000000
4,2.416440,50000.000000,0.000000,2.903109,1695417549,4.000000
5,2.416440,50000.000000,267.000000,2.957590,1695417560,4.000000
6,2.416440,50000.000000,0.000000,2.953520,1695417572,4.000000
7,2.416440,50000.000000,443.000000,2.923834,1695417584,4.000000
8,2.416440,50000.000000,596.000000,3.006477,1695417595,4.000000
9,2.416440,50000.000000,78.000000,3.013946,1695417607,4.000000
10,2.416440,50000.000000,365.000000,2.984629,1695417619,4.000000
11,2.416440,50000.000000,335.000000,3.121620,1695417631,4.000000
12,2.416440,50000.000000,0.000000,3.057113,1695417643,4.000000
13,2.416440,50000.000000,238.000000,3.092680,1695417656,4.000000
14,2.416440,50000.000000,279.000000,3.063858,1695417668,4.000000
15,2.416440,50000.000000,60.000000,5.668572,1695417687,4.000000
16,2.416440,50000.000000,10.000000,3.080420,1695417707,4.000000
17,2.416440,50000.000000,169.000000,3.093735,1695417719,4.000000
18,2.416440,50000.000000,668.000000,5.705376,1695417732,4.000000
19,2.416440,50000.000000,599.000000,4.632417,1695417747,4.000000
20,2.416440,50000.000000,401.000000,3.151403,1695417765,4.000000
21,2.416440,50000.000000,488.000000,3.102233,1695417778,4.000000
22,2.416440,50000.000000,253.000000,5.138358,1695417790,4.000000
23,2.416440,50000.000000,484.000000,3.121612,1695417806,4.000000
24,2.416440,50000.000000,267.000000,3.092214,1695417818,4.000000
25,2.416440,50000.000000,301.000000,3.147310,1695417835,4.000000
