1, 47 73 72 45 74 75 1 8 24 28 31 69 12 63 67 17 64 35 42 46 7 57 29 76 2 52 54 68 18 77 3 78 39 15 9 11 79 65 60 13 49 55 6 43 30 71 51 25 70 19 26 4 38 32 62 44 41 20 21 5 10 22 37 50 61 56 59 33 16 27 53 34 36 58 66 48 23 14 
2, 48 77 72 45 75 76 1 6 24 27 31 67 8 64 66 16 62 36 42 46 7 57 29 73 4 52 54 68 18 74 5 78 39 17 10 11 79 69 59 12 47 55 15 43 30 71 51 25 70 19 28 2 37 32 65 44 41 20 21 3 9 22 38 50 61 56 60 33 14 26 53 35 34 58 63 49 23 13 
3, 47 75 72 45 76 74 1 6 24 27 31 67 8 63 66 17 64 36 42 46 7 57 29 73 4 52 54 69 18 77 5 78 39 16 11 10 79 68 59 12 49 55 15 43 30 71 51 25 70 19 28 2 38 32 65 44 41 20 21 3 9 22 37 50 61 56 60 33 14 26 53 35 34 58 62 48 23 13 
4, 48 77 72 45 75 76 1 6 24 27 30 67 8 64 63 17 62 36 42 46 7 57 29 73 4 52 55 69 18 74 5 78 38 16 12 11 79 68 59 10 47 54 15 43 32 71 51 26 70 19 28 2 40 31 66 44 41 20 22 3 9 23 37 50 61 56 60 34 14 25 53 33 35 58 65 49 21 13 
5, 48 75 71 45 76 77 1 7 24 28 31 67 9 63 66 17 65 36 42 46 8 57 29 73 2 52 54 69 18 74 3 78 39 16 11 10 79 68 59 12 47 55 15 43 30 72 51 25 70 19 26 4 38 32 64 44 41 20 21 5 6 22 37 50 61 56 60 33 14 27 53 35 34 58 62 49 23 13 
6, 47 76 72 45 75 77 1 6 24 27 31 67 13 63 66 17 64 35 41 46 7 57 29 73 2 53 54 70 18 74 3 78 39 16 14 10 79 68 59 11 49 55 15 42 30 71 52 26 69 20 28 4 38 32 65 44 43 19 21 5 8 22 37 50 61 56 60 33 9 25 48 36 34 58 62 51 23 12 
7, 48 75 71 45 76 77 1 7 24 27 31 67 9 63 66 17 64 36 42 46 8 57 29 72 2 52 54 69 18 73 3 78 39 16 11 6 79 68 59 12 47 55 15 43 30 74 51 25 70 19 28 4 38 32 65 44 41 20 21 5 10 22 37 50 61 56 60 33 14 26 53 35 34 58 62 49 23 13 
8, 47 75 72 46 76 77 1 7 24 27 33 65 9 67 64 14 62 36 42 45 8 57 29 73 2 52 54 69 18 74 6 78 39 17 11 10 79 68 59 15 49 55 16 43 30 71 51 25 70 19 28 3 38 31 63 44 41 20 21 4 5 22 37 50 61 56 60 32 13 26 53 35 34 58 66 48 23 12 
9, 47 76 71 46 77 75 1 6 24 28 31 67 8 65 66 16 62 36 42 45 7 57 29 73 4 52 54 69 17 74 5 78 39 18 11 10 79 68 59 12 48 55 15 43 30 72 51 25 70 19 26 2 38 32 64 44 41 20 21 3 9 22 37 50 61 56 60 33 14 27 53 35 34 58 63 49 23 13 
10, 48 74 72 45 75 76 1 7 18 28 33 67 9 63 66 16 64 35 42 46 8 57 29 77 2 52 54 69 19 73 3 78 39 17 10 11 79 68 59 12 47 55 15 43 30 71 51 25 70 20 26 4 38 31 65 44 41 22 21 5 6 23 36 50 61 56 60 32 14 27 53 34 37 58 62 49 24 13 
11, 47 77 72 45 76 75 1 6 24 28 31 67 9 62 65 17 63 36 42 46 8 57 29 73 2 52 54 69 18 74 3 78 39 16 12 10 79 68 59 13 50 55 15 43 30 71 51 25 70 20 26 4 38 32 64 44 41 19 21 5 7 22 37 49 61 56 60 33 11 27 53 35 34 58 66 48 23 14 
12, 49 77 72 45 76 75 1 7 24 26 32 67 11 65 66 17 61 36 41 47 10 57 28 73 2 52 54 69 19 74 3 78 39 16 12 8 79 68 59 13 48 55 15 42 29 71 51 25 70 18 27 4 38 33 64 44 43 20 21 5 6 23 37 50 62 56 60 31 14 30 53 35 34 58 63 46 22 9 
13, 49 75 71 46 76 77 1 7 24 27 31 67 10 63 66 16 64 37 42 45 8 57 29 73 2 52 54 69 17 72 5 78 39 13 9 11 79 68 58 14 48 55 18 44 30 74 51 25 70 19 26 3 38 32 65 43 41 20 21 4 6 22 36 50 60 56 61 33 15 28 53 35 34 59 62 47 23 12 
14, 49 77 74 45 76 75 1 7 27 28 32 68 10 62 66 16 64 36 43 46 5 56 29 72 2 52 54 69 17 73 6 78 39 23 11 9 79 67 59 13 48 55 15 42 30 71 51 25 70 18 22 3 38 33 65 44 41 19 24 4 8 20 37 50 61 57 60 31 14 26 53 35 34 58 63 47 21 12 
15, 49 75 72 45 74 76 1 7 24 26 31 67 9 64 66 16 65 36 42 46 8 57 29 77 5 52 54 69 17 73 6 78 39 15 12 10 79 68 60 13 47 55 18 43 30 71 48 25 70 19 27 2 38 32 63 44 41 20 21 3 4 22 37 51 61 56 59 33 14 28 53 35 34 58 62 50 23 11 
16, 48 75 72 45 76 77 1 6 24 27 33 67 7 65 66 16 62 36 42 46 10 57 29 73 2 52 54 69 18 74 5 78 39 15 11 9 79 68 59 12 47 55 17 43 30 71 50 25 70 19 28 3 38 31 64 44 41 20 21 4 8 22 37 51 61 56 60 32 14 26 53 35 34 58 63 49 23 13 
17, 48 76 72 45 77 75 1 7 24 28 31 66 9 65 67 17 62 36 42 46 8 57 29 73 2 52 54 69 18 74 5 78 39 16 12 11 79 68 59 13 47 55 15 43 30 71 51 25 70 19 26 3 38 32 63 44 41 20 21 4 10 22 37 50 61 56 60 33 14 27 53 35 34 58 64 49 23 6 
18, 48 75 72 45 76 74 1 8 24 26 31 68 9 64 69 16 65 36 42 46 10 57 29 73 2 52 54 67 18 77 7 78 39 15 3 11 79 66 59 12 47 55 17 43 30 71 51 25 70 19 27 4 38 32 62 44 41 21 20 5 6 22 37 50 61 56 60 35 14 28 53 34 33 58 63 49 23 13 
19, 48 75 76 45 77 74 1 6 24 28 31 69 10 63 64 16 62 36 43 46 7 57 29 72 2 52 54 68 18 73 3 78 39 17 11 9 79 67 59 12 47 55 15 41 30 71 51 25 70 19 26 4 38 32 66 44 42 20 21 5 8 23 37 50 61 56 60 33 14 27 53 34 35 58 65 49 22 13 
20, 48 74 72 46 75 76 1 8 24 28 31 64 2 63 68 17 65 38 44 43 7 59 29 71 3 52 54 69 18 77 4 78 34 16 11 10 79 67 60 12 47 55 15 42 30 73 50 25 70 19 26 5 39 32 66 45 41 21 20 6 9 23 36 53 61 56 58 33 14 27 51 35 37 57 62 49 22 13 
21, 47 76 72 45 75 77 1 6 24 27 31 67 7 63 66 16 64 36 42 46 8 57 29 73 4 52 54 69 18 74 5 78 39 15 11 10 79 68 59 12 49 55 14 43 30 71 48 25 70 19 28 2 38 32 65 44 41 20 21 3 9 22 37 51 61 56 60 34 17 26 53 33 35 58 62 50 23 13 
22, 48 77 72 45 76 75 1 6 24 26 31 67 9 66 64 17 62 36 42 46 8 57 29 73 2 52 54 69 18 74 5 78 39 16 11 10 79 68 59 12 47 55 15 43 30 71 51 25 70 19 27 3 38 32 63 44 41 20 21 4 7 22 37 50 61 56 60 33 14 28 53 35 34 58 65 49 23 13 
23, 48 75 73 46 76 77 1 6 24 26 31 67 8 63 66 17 62 36 42 45 7 57 29 72 4 52 54 69 18 74 5 78 39 16 11 10 79 68 59 12 47 55 15 43 30 71 51 25 70 20 27 2 38 32 64 44 41 19 23 3 9 21 37 50 61 56 60 33 14 28 53 35 34 58 65 49 22 13 
24, 48 75 72 46 76 74 1 6 25 27 31 67 8 62 66 18 63 36 42 45 7 57 29 73 2 52 54 70 19 77 5 78 39 16 11 10 79 68 59 13 47 55 17 43 30 71 50 24 69 20 28 3 38 32 64 44 41 21 15 4 9 22 37 51 61 56 60 33 14 26 53 35 34 58 65 49 23 12 
25, 47 73 72 45 74 75 1 8 23 26 32 67 10 64 66 16 62 36 42 46 7 56 30 76 2 53 59 69 17 77 6 78 39 18 13 9 79 68 58 11 49 55 15 43 31 71 51 25 70 19 27 3 38 28 65 44 40 20 21 4 5 24 37 50 61 54 60 33 14 29 52 35 34 57 63 48 22 12 
