1,843.582549,50000.000000,3796817.000000,308.157225,1695418642,2.000000
2,843.657610,50000.000000,3867116.000000,257.669617,1695419833,2.000000
3,843.656965,50000.000000,4684290.000000,278.136246,1695420711,2.000000
4,843.661993,50000.000000,2204365.000000,220.559990,1695421705,1.000000
5,843.649502,50000.000000,2722996.000000,214.414699,1695422720,2.000000
6,843.675370,50000.000000,1653307.000000,180.020660,1695423722,1.000000
7,843.521219,50000.000000,4666235.000000,231.203777,1695424566,1.000000
8,843.685326,50000.000000,3640156.000000,298.198923,1695425501,2.000000
9,843.588395,50000.000000,3469038.000000,304.237091,1695426464,2.000000
10,843.712786,50000.000000,2745876.000000,183.149477,1695427334,2.000000
11,843.783123,50000.000000,4654713.000000,181.134191,1695428075,2.000000
12,843.749546,50000.000000,2620975.000000,182.434114,1695428989,2.000000
13,843.677791,50000.000000,3489843.000000,181.306965,1695430027,2.000000
14,843.606600,50000.000000,3695883.000000,307.558262,1695431057,2.000000
15,843.715492,50000.000000,2710230.000000,307.211562,1695432304,2.000000
16,843.628604,50000.000000,3541772.000000,286.096269,1695433323,2.000000
17,843.745092,50000.000000,3258773.000000,182.508234,1695434540,2.000000
18,843.775998,50000.000000,4942979.000000,291.865486,1695435282,2.000000
19,843.602668,50000.000000,4829381.000000,182.112786,1695436143,2.000000
20,843.626328,50000.000000,4547943.000000,259.450310,1695436892,1.000000
21,843.644081,50000.000000,4938944.000000,181.163952,1695437709,1.000000
22,843.594658,50000.000000,4979488.000000,254.880395,1695438661,2.000000
23,843.578197,50000.000000,3481026.000000,225.466292,1695439784,2.000000
24,843.709794,50000.000000,3884009.000000,180.232688,1695440677,2.000000
25,843.628828,50000.000000,4936082.000000,175.644004,1695441402,1.000000
